tokens,BIO
"['Янукович', 'освободил', 'Портнова', 'от', 'должности', 'советника', 'президента', '18', ':', '56', '16/01/2013', 'КИЕВ', ',', '16', 'янв', '-', 'РИА', 'Новости', ',', 'Виктор', 'Авдеенко', '.']","['B-PER', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O']"
"['В', 'начале', 'июня', 'Мандела', 'попал', 'в', 'госпиталь', 'в', 'Претории', 'с', 'рецидивом', 'легочной', 'инфекции', '.']","['O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O']"
"['Сегодня', 'же', 'появилась', 'информация', 'о', 'том', ',', 'что', 'член', 'правления', 'ЕЦБ', 'Лоренцо', 'Бини', 'Смаги', 'покинет', 'свой', 'пост', ',', 'несмотря', 'на', 'то', ',', 'что', 'срок', 'его', 'пребывания', 'на', 'этой', 'должности', 'истекает', 'в', 'мае', '2013', 'г', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Карпов', '.']","['I-PER', 'O']"
"['Из', 'состава', 'совета', 'исключены', 'глава', 'Федеральной', 'службы', 'страхового', 'надзора', '(', 'Росстрахнадзор', ')', 'Александр', 'Коваль', ',', 'экс-глава', 'экспертного', 'управления', 'администрации', 'президента', 'РФ', 'Илья', 'Ломакин-Румянцев', 'и', 'экс-глава', 'ФСФР', 'Владимир', 'Миловидов', '.']","['O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'B-ORG', 'B-PER', 'I-PER', 'O']"
"['Для', 'сравнения', ',', 'в', 'Самарской', 'области', 'результат', 'Путина', 'на', 'выборах', 'составил', '58,5', '%', 'голосов', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Власти', 'Ирана', 'назвали', 'события', 'в', 'Египте', '""', 'великой', 'победой', '""', ',', 'а', 'вот', 'представитель', 'МИД', 'Израиля', 'выразил', 'надежду', 'на', 'то', ',', 'что', 'уход', 'Х', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER']"
"['Второй', 'срок', 'пребывания', 'Стрижака', 'на', 'посту', 'руководителя', 'КС', 'закончился', '11', 'июля', ',', 'после', 'чего', 'он', 'лишился', 'права', 'еще', 'раз', 'занимать', 'эту', 'должность', '.']","['O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['После', 'ухода', 'из', 'МАГАТЭ', 'М', '.']","['O', 'O', 'O', 'B-ORG', 'B-PER', 'I-PER']"
"['В', 'минувшую', 'пятницу', 'Одес', 'Байсултанов', ',', 'занимавший', 'этот', 'пост', 'последние', 'пять', 'лет', ',', 'был', 'уволен', '.']","['O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['С', '1990', 'г', '.']","['O', 'O', 'O', 'O']"
"['Президент', 'PR-агентства', '""', 'Михайлов', 'и', 'партнеры', '""', 'Юлиана', 'Слащева', ',', 'которая', ',', 'как', 'ожидается', ',', 'с', '1', 'августа', 'станет', 'гендиректором', '""', 'СТС', 'Медиа', '""', ',', 'в', 'новой', 'должности', 'займется', 'разработкой', 'стратегии', 'холдинга', ',', 'привлечением', 'творческих', 'сил', 'в', 'компанию', ',', 'а', 'также', 'усилением', 'активных', 'продаж', ',', 'сообщил', 'РИА', 'Новости', 'источник', ',', 'знакомый', 'с', 'ситуацией', '.']","['O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Мэйсон', 'является', 'земляком', 'президента', 'Барака', 'Обамы', ',', 'что', 'также', 'увеличивает', 'его', 'шансы', 'возглавить', 'ФБР', '.']","['B-PER', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O']"
"['По', 'данным', 'СМИ', ',', 'в', 'течение', 'последних', 'лет', 'Игорь', 'Кузин', 'развивал', 'собственные', 'бизнес-проекты', 'и', 'преподавал', 'в', 'Российской', 'экономической', 'школе', '(', 'РЭШ', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']"
"['Городище', 'стояло', 'не', 'на', 'правом', 'берегу', 'Цны', 'с', 'сосновым', 'бором', 'и', 'лёгкой', 'песчаной', 'почвой', ',', 'а', 'на', 'левом', '-', 'степном', 'и', 'чернозёмном', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Его', 'решение', 'поприветствовал', 'лидер', '""', 'Патриотов', '""', 'Геннадий', 'Семигин', '.']","['O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-PER', 'I-PER', 'O']"
"['Стоит', 'отметить', ',', 'что', 'данное', 'назначение', 'не', 'стало', 'неожиданным', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['EFSF', 'был', 'создан', 'в', 'мае', '2010', 'г', '.']","['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Премьер-министр', 'Чехии', 'П', '.']","['O', 'O', 'B-PER', 'I-PER']"
"['Её', 'сменила', 'БКК', '(', 'учреждена', 'весной', '2005', 'года', ')', ',', 'а', 'на', 'смену', 'ей', 'весной', '2013', 'г', '.']","['O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Одним', 'из', 'последних', 'громких', 'дел', 'KNAB', 'стала', 'серия', 'обысков', 'в', 'фирмах', ',', 'связанных', 'с', 'известными', 'латвийскими', 'олигархами', '.']","['O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['""', 'Партия', 'пенсионеров', 'России', '""', 'планирует', 'провести', 'в', 'среду', 'конференцию', 'подмосковного', 'отделения', 'и', 'выдвинуть', 'своего', 'кандидата', 'на', 'выборах', 'губернатора', 'Московской', 'области', ',', 'сообщает', 'Мособлизбирком', '.']","['O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'B-ORG', 'O']"
"['Он', 'подчеркнул', ',', 'что', 'целевой', 'уровень', 'проникновения', 'ШПД', 'в', 'России', 'должен', 'составлять', '100', '%', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Гусев', 'согласился', 'сдать', 'в', 'аренду', 'автомобиль', 'и', 'в', 'декабре', 'прошлого', 'года', 'получил', 'в', 'счет', 'арендной', 'платы', '10', 'тыс', '.']","['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Коган', 'занимает', '165-ю', 'позицию', 'среди', '200', 'самых', 'богатых', 'бизнесменов', 'России', 'в', '2011', 'г', '.']","['I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Считаю', ',', 'должен', 'быть', 'отдельный', 'блок', ',', 'который', 'бы', 'комплексно', 'готовил', 'эти', 'вопросы', '-', 'объем', 'работы', 'по', 'ним', 'очень', 'большой', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['По', 'ее', 'мнению', ',', 'особенно', 'актуальны', 'эти', 'планы', 'в', 'отдаленных', 'изолированных', 'районах', ',', 'как', ',', 'например', ',', 'в', 'Якутии', ',', 'где', 'РАО', 'ЭС', 'Востока', 'реализует', 'проект', 'по', 'замене', 'дизельных', 'станций', 'на', 'солнечные', 'батареи', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['В', 'понедельник', 'на', 'заседании', 'комиссии', 'по', 'модернизации', 'глава', 'государства', 'заявил', 'об', 'отсутствии', 'дисциплины', 'в', 'российском', 'правительстве', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Верховный', 'комиссар', 'ООН', 'по', 'правам', 'человека', 'осудила', 'подавление', 'беспорядков', 'в', 'Египте', '.']","['O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['По', 'данным', 'ИТАР-ТАСС', ',', 'Левичев', ',', 'руководивший', 'ранее', 'фракцией', 'партии', 'в', 'Госдуме', ',', 'стал', 'простым', 'членом', 'совета', 'фракции', '.']","['O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Впрочем', ',', 'подчеркивает', 'газета', ',', 'Мэйсон', '-', 'не', 'единственный', 'кандидат', 'на', 'пост', 'главы', 'Федерального', 'бюро', 'расследований', '.']","['O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']"
"['По', 'данным', 'AP', ',', 'решение', 'Обамы', 'о', 'выдвижении', 'кандидатуры', 'Макхью', 'на', 'должность', 'министра', 'по', 'делам', 'сухопутных', 'войск', 'получило', 'поддержку', 'в', 'обеих', 'Демократической', 'и', 'Республиканской', 'партиях', '.']","['O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'I-ORG', 'O']"
"['Стросс-Кан', 'также', 'признал', ',', 'что', 'в', 'МВФ', 'существуют', 'значительные', 'расхождения', 'по', 'вопросу', 'реформы', 'этой', 'организации', ',', 'в', 'частности', ',', 'в', 'вопросе', 'расширения', 'представительства', 'Китая', 'и', 'других', 'стран', 'с', 'развивающийся', 'экономикой', 'в', 'руководстве', 'Международного', 'валютного', 'фонда', '.']","['I-PER', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']"
"['Новая', 'дорога', '-', 'дублер', 'старого', 'асфальтово-грунтового', 'Приозерского', 'шоссе', '-', 'представляет', 'собой', 'современный', 'автобан', 'с', '4-х', 'полосным', 'движением', ',', 'с', 'подземными', 'пешеходными', 'переходами', ',', 'удобными', 'подъездами', 'к', 'населенным', 'пунктам', ',', 'путепроводами', 'и', 'многоуровневыми', 'транспортными', 'развязками', ',', 'выполненными', 'по', 'типу', '""', 'клеверный', 'лист', '""', ',', 'где', 'возникновение', 'пробок', 'и', 'аварийных', 'ситуаций', 'сведено', 'к', 'минимуму', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Заключенная', 'испытывает', 'проблемы', 'со', 'спиной', 'и', 'с', 'мая', 'минувшего', 'года', 'находится', 'на', 'лечении', 'в', 'харьковской', 'больнице', ',', 'однако', 'немецкие', 'врачи', ',', 'по', 'рекомендациям', 'которых', 'она', 'проходит', 'лечение', ',', 'не', 'видят', 'до', 'сих', 'пор', 'прогресса', 'в', 'лечении', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['В', 'Финляндии', 'внедрению', 'инноваций', 'учатся', 'в', 'сауне', ',', 'а', 'не', 'в', 'университете', ':', 'советник', 'президента', '""', 'Сколково', '""', '""', 'Нужно', 'ли', 'обучать', 'инновациям', 'в', 'университетах', 'или', 'создавать', 'специальные', 'курсы', 'для', 'предпринимателей', ',', 'которые', 'займутся', 'внедрением', 'инновация', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Если', 'Воробьев', 'сможет', 'выстроить', 'партнерские', 'отношения', 'с', 'муниципалитетами', ',', 'работа', 'всей', 'системы', 'власти', 'будет', 'эффективна', '""', ',', '-', 'подчеркнул', 'Ливадченко', '.']","['O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O']"
"['Синюгин', 'покинул', 'свой', 'пост', '.']","['I-PER', 'O', 'O', 'O', 'O']"
"['Он', 'отметил', ',', 'что', ',', 'если', 'кандидатуру', 'Реморенко', 'предложат', ',', 'то', 'он', 'ее', 'поддержит', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Об', 'этом', 'сообщается', 'на', 'официальном', 'интернет-портале', 'правовой', 'информации', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Как', 'сообщили', 'в', 'управлении', 'пресс-службы', 'и', 'информации', 'Минобороны', 'РФ', ',', 'начальник', 'Главного', 'оперативного', 'управления', '-', 'заместитель', 'начальника', 'Генштаба', 'Вооруженных', 'сил', 'России', 'генерал-лейтенант', 'Андрей', 'Третьяк', ',', 'начальник', 'Главного', 'штаба', '-', 'первый', 'заместитель', 'главнокомандующего', 'Сухопутными', 'войсками', 'генерал-лейтенант', 'Сергей', 'Скоков', 'и', 'начальник', 'управления', 'радиоэлектронной', 'борьбы', 'Генштаба', 'генерал-майор', 'Олег', 'Иванов', 'подали', 'рапорты', 'об', 'увольнении', 'с', 'военной', 'службы', 'по', 'состоянию', 'здоровья', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'B-ORG', 'B-ORG', 'I-ORG', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Холдинг', 'был', 'основан', 'в', '1990', 'г', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Следственная', 'комиссия', 'признала', ',', 'что', 'авиакатастрофа', 'была', 'вызвана', 'ошибками', 'экипажа', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['И', 'буквально', 'сразу', 'же', 'команда', ',', 'в', 'которой', 'оказались', 'как', 'игроки', '""', 'Академии', 'футбола', '""', ',', 'так', 'и', '""', 'Спартака', '""', ',', 'провела', 'первые', 'тренировки', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Facebook', 'нашел', 'нового', 'финансового', 'директора', 'Финансовым', 'директором', 'социальной', 'сети', 'Facebook', 'назначен', '39-летний', 'Дэвид', 'Эберсман', '(', 'David', 'Ebersman', ')', ',', 'сообщает', 'The', 'Wall', 'Street', 'Journal', '.']","['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'I-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['С', '2006', 'г', '.']","['O', 'O', 'O', 'O']"
"['Директор', 'Ассоциации', 'солнечной', 'энергетики', 'России', 'Антон', 'Усачев', 'среди', 'регионов', ',', 'в', 'которых', 'сейчас', 'наиболее', 'развита', 'солнечная', 'энергетика', ',', 'называет', 'Республику', 'Алтай', ',', 'Белгородскую', 'область', 'и', 'Краснодарский', 'край', '.']","['O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'O']"
"['К', 'этому', 'времени', 'предложения', 'будут', 'направлены', '""', ',', '-', 'сказал', 'Басаргин', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O']"
"['А', '.']","['B-PER', 'I-PER']"
"['С', 'ним', 'можно', 'было', 'вести', 'диалог', ',', 'в', 'том', 'числе', ',', 'когда', 'возникали', 'острые', 'моменты', ',', 'связанные', 'с', 'какими-либо', 'политическими', 'обострениями', 'в', 'период', 'выборов', 'и', 'различных', 'протестных', 'кампаний', ',', 'другие', 'просто', 'прятали', 'голову', 'в', 'песок', 'и', 'отключали', 'телефоны', '...', 'Считаю', ',', 'что', 'он', ',', 'государственник', ',', 'и', ',', 'вне', 'всякого', 'сомнения', ',', 'мог', 'бы', 'состояться', 'на', 'государственной', 'службе', '""', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['В', 'числе', 'возможных', 'претендентов', 'на', 'пост', 'Зеленина', '""', 'Ведомости', '""', 'называли', 'Шевелева', ',', 'а', 'также', 'бывшего', 'тверского', 'вице-губернатора', 'Валерия', 'Федорова', 'и', 'сенатора', 'Владимира', 'Петрова', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'B-PER', 'I-PER', 'O']"
"['Прохоров', 'распустил', 'исполком', '""', 'Правого', 'дела', '""', 'Лидер', '""', 'Правого', 'дела', '""', 'Михаил', 'Прохоров', 'на', 'экстренном', 'брифинге', 'подписал', 'документ', 'о', 'прекращении', 'деятельности', 'нынешнего', 'исполкома', 'партии', '.']","['B-PER', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['США', 'назначили', 'спецпредставителя', 'по', 'делам', 'мусульман', 'Госсекретарь', 'США', 'Хиллари', 'Клинтон', 'назначила', 'специального', 'представителя', 'Госдепартамента', 'по', 'делам', 'мусульманских', 'стран', ',', 'сообщается', 'в', 'заявлении', ',', 'размещенном', 'на', 'сайте', 'внешнеполитического', 'ведомства', '26', 'июня', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Рассчитываю', ',', 'что', 'это', 'будет', 'сделано', 'в', 'сжатые', 'сроки', ',', 'еще', 'до', 'летних', 'каникул', '""', ',', '-', 'подчеркнул', 'глава', 'государства', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['""', 'Партия', 'пенсионеров', 'выдвинули', 'кандидата', 'сегодня', ',', 'но', 'документы', 'не', 'подали', '.']","['O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Студенты', ',', 'составлявшие', 'большую', 'часть', 'участников', 'демонстрации', ',', 'сожгли', 'штаб-квартиру', 'правящей', 'партии', ',', 'а', 'также', 'дом', 'бывшего', 'премьер-министра', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Ингвар', 'Кампрад', 'основал', 'IKEA', 'в', '1943', 'году', '.']","['B-PER', 'I-PER', 'O', 'B-ORG', 'O', 'O', 'O', 'O']"
"['Они', 'указывали', 'на', 'то', ',', 'что', 'Д', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER']"
"['Ушедший', 'в', 'отставку', 'глава', 'тарифного', 'комитета', 'Алтая', 'стал', 'замминистра', '12', ':', '32', '04.03.2013', 'В', 'конце', 'прошлой', 'недели', 'новым', 'министром', 'регионального', 'развития', 'республики', 'Алтай', 'вместо', 'ушедшего', 'в', 'отставку', 'Сорокина', 'стал', 'его', 'заместитель', 'Николай', 'Кондратьев', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O']"
"['Об', 'этом', 'он', 'заявил', '29', 'июня', 'ПРАЙМ-ТАСС', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Билл', 'Клинтон', 'назначен', 'спецпредставителем', 'ООН', 'на', 'Гаити', 'Бывший', 'президент', 'США', 'Билл', 'Клинтон', 'назначен', 'специальным', 'представителем', 'ООН', 'на', 'Гаити', ',', 'сообщает', 'агентство', 'AP', 'со', 'ссылкой', 'на', 'пресс-секретаря', 'Клинтона', 'Мэтта', 'Маккенну', '(', 'Matt', 'McKenna', ')', '.']","['B-PER', 'I-PER', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'B-PER', 'I-PER', 'I-PER', 'I-PER', 'I-PER', 'I-PER', 'O']"
"['В', 'декабре', '1996', 'года', 'был', 'избран', 'депутатом', 'Брянского', 'городского', 'Совета', 'народных', 'депутатов', ',', 'где', 'организовал', 'и', 'возглавил', 'депутатскую', 'фракцию', '""', 'Независимые', 'депутаты', 'Брянска', '""', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O']"
"['По', 'данным', 'СП', 'РФ', ',', 'в', '2009', 'г', '.']","['O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O']"
"['9', 'июля', 'прокуратура', 'города', 'Херндона', 'возбудила', 'против', 'Харрисона', 'уголовное', 'дело', 'за', 'непредумышленное', 'убийство', 'по', 'неосторожности', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['работал', 'в', 'органах', 'государственной', 'безопасности', '.']","['O', 'O', 'O', 'O', 'O', 'O']"
"['Теперь', 'Петров', 'будет', 'делегирован', 'уже', 'не', 'исполнительной', 'властью', ',', 'а', 'законодательной', '.']","['O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Путин', 'внес', 'кандидатуру', 'Шаймиева', 'на', 'рассмотрение', 'Госсовета', 'Татарстана', ',', 'который', 'утвердил', 'ее', '.']","['B-PER', 'O', 'O', 'B-PER', 'O', 'O', 'B-ORG', 'B-LOC', 'O', 'O', 'O', 'O', 'O']"
"['Выборы', 'в', 'гордуму', 'Волгограда', 'пройдут', 'в', 'сентябре', 'этого', 'года', 'по', 'смешанной', 'системе', '.']","['O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Но', 'это', 'вполне', 'очевидные', 'факты', ',', 'и', 'любой', 'руководитель', 'республиканского', 'МВД', 'во', 'избежание', 'скандалов', ',', 'подобных', 'случаю', ',', 'произошедшему', 'в', 'казанском', 'ОВД', '""', 'Дальний', '""', ',', 'обязан', 'будет', 'обратить', 'внимание', 'и', 'на', 'этот', 'аспект', 'кавказской', 'действительности', '""', ',', '-', 'отметил', 'Эбзеев', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O']"
